,Unnamed: 0,squareMeters,numberOfRooms,hasYard,hasPool,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,category
2534,2534,93197,76.0,0.0,1.0,46.0,89408.0,3.0,9.0,2009.0,1,0,992.0,2660.0,876.0,0.0,4,9325361.9,Basic
2535,2535,20001,37.0,1.0,0.0,48.0,52650.0,2.0,8.0,2013.0,0,0,7270.0,9374.0,919.0,1.0,7,2007477.3,Basic
2536,2536,9551,27.0,0.0,0.0,33.0,66242.0,4.0,1.0,1992.0,1,1,3816.0,4685.0,591.0,0.0,6,956658.2,Basic
2537,2537,80439,77.0,0.0,0.0,89.0,77584.0,1.0,7.0,2009.0,1,0,7325.0,6006.0,606.0,0.0,2,8046219.9,Basic
2538,2538,73950,85.0,0.0,0.0,70.0,2197.0,6.0,6.0,2013.0,0,1,5282.0,7462.0,518.0,0.0,5,7396821.3,Basic
2539,2539,97843,40.0,0.0,0.0,76.0,73758.0,2.0,6.0,2012.0,1,0,2334.0,2845.0,780.0,0.0,0,9790045.2,Basic
2540,2540,93180,91.0,1.0,1.0,3.0,10016.0,1.0,2.0,2012.0,1,0,2120.0,5643.0,653.0,1.0,1,9323693.2,Luxury
2541,2541,91047,45.0,0.0,0.0,65.0,41065.0,8.0,2.0,1999.0,0,0,7241.0,1060.0,757.0,1.0,1,9109264.9,Basic
2542,2542,2143,62.0,0.0,0.0,59.0,68226.0,7.0,4.0,2018.0,1,0,129.0,9402.0,838.0,0.0,2,220656.8,Basic
2543,2543,4794,11.0,1.0,1.0,31.0,79367.0,2.0,8.0,1998.0,0,0,4966.0,1820.0,170.0,1.0,2,484773.8,Basic
2544,2544,26943,60.0,0.0,0.0,27.0,75681.0,9.0,6.0,2014.0,1,0,8399.0,5008.0,973.0,1.0,2,2697365.4,Basic
2545,2545,74079,67.0,0.0,1.0,28.0,64669.0,1.0,4.0,2002.0,1,1,695.0,5687.0,853.0,0.0,4,7412552.2,Basic
2546,2546,57719,86.0,1.0,1.0,60.0,44354.0,7.0,4.0,2017.0,0,0,3224.0,4622.0,730.0,1.0,10,5779467.7,Basic
2547,2547,21857,93.0,1.0,0.0,16.0,35864.0,6.0,4.0,2006.0,0,1,8040.0,8580.0,147.0,0.0,5,2191307.6,Basic
2548,2548,88759,85.0,0.0,1.0,94.0,69450.0,2.0,8.0,2012.0,0,1,2261.0,3832.0,156.0,0.0,7,8882062.2,Basic
2549,2549,55020,34.0,0.0,0.0,14.0,43593.0,9.0,9.0,2001.0,1,1,191.0,4722.0,715.0,0.0,4,5503232.1,Basic
2550,2550,663,59.0,0.0,0.0,9.0,31509.0,10.0,3.0,1990.0,0,1,2348.0,5137.0,260.0,0.0,1,67550.0,Basic
2551,2551,77012,50.0,1.0,0.0,18.0,9235.0,1.0,5.0,2006.0,1,0,457.0,8971.0,483.0,0.0,4,7704558.6,Basic
2552,2552,49466,35.0,0.0,1.0,53.0,35711.0,4.0,7.0,2014.0,0,0,2235.0,8954.0,110.0,0.0,6,4953389.4,Basic
2553,2553,93656,45.0,0.0,1.0,34.0,88235.0,3.0,7.0,1997.0,1,1,9808.0,1333.0,156.0,0.0,6,9372651.7,Basic
2554,2554,751,2.0,1.0,0.0,71.0,25242.0,6.0,6.0,1992.0,1,1,1252.0,7255.0,631.0,1.0,0,82123.2,Basic
2555,2555,82984,94.0,0.0,0.0,2.0,82178.0,6.0,10.0,1996.0,0,0,3488.0,4046.0,948.0,0.0,2,8298997.6,Basic
2556,2556,59085,88.0,0.0,1.0,49.0,96301.0,7.0,8.0,2014.0,1,1,349.0,4062.0,101.0,1.0,4,5915775.4,Basic
2557,2557,22212,87.0,1.0,1.0,74.0,94427.0,3.0,6.0,2002.0,0,0,9076.0,8573.0,860.0,0.0,1,2232476.2,Basic
2558,2558,92885,73.0,0.0,1.0,79.0,38639.0,1.0,10.0,2013.0,1,1,1880.0,1753.0,580.0,1.0,1,9293817.3,Basic
2559,2559,62399,36.0,0.0,1.0,51.0,39887.0,8.0,8.0,2011.0,1,0,8250.0,5286.0,185.0,1.0,8,6246364.1,Basic
2560,2560,92867,56.0,0.0,0.0,71.0,51553.0,3.0,7.0,2011.0,0,1,2813.0,9482.0,325.0,0.0,3,9289807.1,Basic
2561,2561,5086,54.0,0.0,0.0,99.0,10704.0,6.0,1.0,2003.0,1,0,5717.0,3748.0,145.0,1.0,8,516329.3,Basic
2562,2562,52429,24.0,1.0,1.0,42.0,518.0,6.0,9.0,2018.0,0,1,1481.0,5305.0,490.0,0.0,2,5253024.8,Basic
2563,2563,33726,28.0,0.0,0.0,59.0,27869.0,6.0,4.0,2012.0,1,1,5305.0,9671.0,488.0,0.0,5,3376333.2,Basic
2564,2564,23061,28.0,0.0,1.0,40.0,67229.0,5.0,2.0,2019.0,1,0,5783.0,4157.0,104.0,1.0,0,2312106.9,Basic
2565,2565,25263,53.0,1.0,1.0,51.0,31799.0,5.0,2.0,2004.0,1,1,9834.0,1817.0,183.0,0.0,0,2532250.4,Luxury
2566,2566,73585,89.0,0.0,0.0,56.0,99940.0,5.0,3.0,1999.0,0,0,105.0,845.0,210.0,0.0,4,7359509.9,Basic
2567,2567,80237,88.0,0.0,0.0,35.0,32911.0,7.0,8.0,2006.0,1,1,6209.0,8195.0,134.0,1.0,6,8025945.6,Basic
2568,2568,17306,60.0,1.0,1.0,98.0,70653.0,5.0,9.0,1994.0,0,0,1390.0,5131.0,302.0,1.0,10,1741614.4,Basic
2569,2569,45301,37.0,1.0,0.0,44.0,23571.0,5.0,5.0,2001.0,0,0,7672.0,997.0,525.0,0.0,8,4535094.1,Basic
2570,2570,60899,79.0,1.0,1.0,64.0,89739.0,6.0,7.0,2004.0,0,0,3350.0,4101.0,735.0,1.0,1,6099761.4,Basic
2571,2571,26506,95.0,0.0,1.0,69.0,86093.0,4.0,3.0,2015.0,1,0,9373.0,6376.0,509.0,0.0,1,2660579.5,Basic
2572,2572,13594,8.0,0.0,0.0,73.0,26020.0,8.0,1.0,2019.0,0,0,8145.0,4420.0,968.0,1.0,9,1365330.9,Basic
2573,2573,10128,44.0,1.0,1.0,30.0,84658.0,10.0,3.0,1994.0,1,0,3329.0,9622.0,835.0,0.0,3,1021009.4,Luxury
2574,2574,81482,76.0,1.0,0.0,9.0,56103.0,1.0,7.0,1997.0,0,0,2265.0,3606.0,281.0,0.0,6,8153070.7,Basic
2575,2575,66070,38.0,1.0,1.0,10.0,28904.0,1.0,4.0,1997.0,1,0,9697.0,7179.0,375.0,1.0,5,6616285.7,Luxury
2576,2576,52697,25.0,1.0,0.0,60.0,13248.0,7.0,3.0,2009.0,1,1,8452.0,8433.0,133.0,1.0,9,5278045.9,Basic
2577,2577,62869,18.0,0.0,0.0,12.0,39297.0,4.0,1.0,2015.0,1,1,7713.0,8452.0,333.0,0.0,9,6288349.5,Basic
2578,2578,42824,20.0,0.0,0.0,89.0,28542.0,9.0,3.0,2017.0,0,0,79.0,1660.0,437.0,0.0,8,4284208.7,Basic
2579,2579,72065,52.0,0.0,1.0,34.0,13673.0,1.0,2.0,2015.0,0,1,9962.0,9330.0,339.0,1.0,2,7210625.5,Basic
2580,2580,85448,35.0,0.0,1.0,54.0,88882.0,1.0,3.0,2003.0,1,0,6809.0,4496.0,202.0,0.0,7,8548169.3,Basic
2581,2581,87066,47.0,0.0,1.0,99.0,36376.0,7.0,10.0,2020.0,1,0,8057.0,1919.0,866.0,1.0,3,8718414.0,Basic
2582,2582,71469,53.0,1.0,0.0,28.0,1253.0,1.0,5.0,2020.0,0,0,7204.0,565.0,170.0,0.0,8,7154294.0,Basic
2583,2583,91931,38.0,1.0,0.0,42.0,61701.0,8.0,8.0,2016.0,0,1,3013.0,28.0,139.0,0.0,4,9197803.6,Basic
2584,2584,30632,43.0,0.0,1.0,81.0,38971.0,2.0,5.0,1999.0,0,1,7695.0,2103.0,721.0,0.0,7,3071259.9,Basic
2585,2585,74458,64.0,1.0,0.0,38.0,98352.0,10.0,5.0,1996.0,0,0,4644.0,6334.0,875.0,1.0,3,7453820.6,Basic
2586,2586,23262,71.0,0.0,0.0,64.0,87309.0,9.0,8.0,2018.0,0,0,8475.0,2396.0,640.0,1.0,9,2328515.8,Basic
2587,2587,28399,71.0,0.0,0.0,84.0,85004.0,3.0,7.0,1993.0,0,0,2671.0,4509.0,116.0,0.0,1,2844533.3,Basic
2588,2588,55845,73.0,0.0,1.0,76.0,69630.0,2.0,2.0,2020.0,1,1,718.0,294.0,927.0,0.0,9,5593543.0,Basic
2589,2589,73889,32.0,1.0,1.0,93.0,95965.0,4.0,3.0,1996.0,1,1,3758.0,1954.0,469.0,1.0,0,7403420.6,Luxury
2590,2590,97691,17.0,1.0,0.0,79.0,29059.0,1.0,6.0,1991.0,1,1,5370.0,2685.0,631.0,1.0,6,9781758.1,Basic
2591,2591,48691,44.0,1.0,0.0,27.0,7876.0,2.0,3.0,1991.0,0,0,9037.0,2912.0,858.0,0.0,5,4873423.1,Basic
2592,2592,10601,59.0,0.0,1.0,7.0,98223.0,1.0,7.0,2021.0,0,0,6574.0,836.0,892.0,1.0,0,1062664.1,Basic
2593,2593,10641,15.0,0.0,0.0,56.0,97711.0,10.0,10.0,2021.0,0,1,5823.0,3156.0,585.0,1.0,3,1069818.1,Basic
2594,2594,1664,52.0,1.0,1.0,25.0,49566.0,10.0,7.0,1992.0,1,1,8348.0,9834.0,950.0,0.0,8,174007.2,Luxury
2595,2595,16859,93.0,0.0,0.0,70.0,74704.0,10.0,6.0,2016.0,0,0,4911.0,1562.0,333.0,1.0,3,1690521.6,Basic
2596,2596,59889,91.0,1.0,0.0,60.0,152.0,9.0,7.0,2016.0,0,0,5106.0,2495.0,232.0,0.0,0,5997892.6,Basic
2597,2597,58949,9.0,0.0,0.0,36.0,30936.0,7.0,9.0,1996.0,1,0,9186.0,1337.0,380.0,0.0,1,5897197.6,Basic
2598,2598,5017,6.0,1.0,0.0,10.0,36901.0,6.0,10.0,2005.0,1,0,7797.0,5959.0,880.0,1.0,10,505976.5,Basic
2599,2599,60368,100.0,0.0,1.0,21.0,27622.0,9.0,3.0,1998.0,1,1,6195.0,6996.0,384.0,0.0,5,6043393.8,Basic
2600,2600,89396,86.0,0.0,1.0,97.0,33928.0,6.0,5.0,1993.0,0,1,3402.0,4944.0,369.0,1.0,4,8949480.3,Basic
2601,2601,80323,100.0,1.0,0.0,86.0,49703.0,3.0,8.0,1995.0,1,0,5662.0,8850.0,349.0,0.0,1,8045525.5,Basic
2602,2602,67360,55.0,0.0,1.0,42.0,33564.0,3.0,8.0,2003.0,0,0,6775.0,4975.0,448.0,0.0,6,6742928.3,Basic
2603,2603,63711,42.0,0.0,0.0,7.0,68345.0,1.0,2.0,1997.0,1,0,7322.0,8751.0,260.0,0.0,5,6372039.7,Basic
2604,2604,61238,70.0,1.0,0.0,39.0,92628.0,8.0,7.0,2013.0,0,1,4070.0,5767.0,119.0,1.0,3,6131806.3,Basic
2605,2605,9780,95.0,0.0,1.0,36.0,64087.0,9.0,7.0,1992.0,0,0,7110.0,8941.0,537.0,0.0,10,982222.2,Basic
2606,2606,98433,15.0,1.0,0.0,62.0,69329.0,6.0,8.0,2000.0,1,0,2401.0,7205.0,317.0,0.0,2,9851666.0,Basic
2607,2607,21106,58.0,1.0,1.0,86.0,4368.0,5.0,10.0,2006.0,0,1,2357.0,3590.0,607.0,0.0,2,2117995.6,Basic
2608,2608,91967,44.0,0.0,0.0,44.0,97804.0,8.0,5.0,1998.0,0,1,6259.0,2785.0,513.0,1.0,7,9198819.8,Basic
2609,2609,44487,98.0,0.0,1.0,60.0,9439.0,10.0,9.0,1999.0,0,0,1393.0,5790.0,617.0,0.0,7,4453518.9,Basic
2610,2610,54369,14.0,1.0,1.0,66.0,10660.0,4.0,4.0,2004.0,1,0,2331.0,9111.0,561.0,0.0,8,5444916.4,Luxury
2611,2611,45857,23.0,0.0,0.0,46.0,6544.0,9.0,4.0,1995.0,0,1,7629.0,7781.0,755.0,0.0,7,4588987.5,Basic
2612,2612,62942,57.0,0.0,1.0,88.0,82134.0,2.0,2.0,2015.0,1,1,5179.0,4741.0,745.0,0.0,4,6299991.5,Basic
2613,2613,10252,49.0,0.0,1.0,22.0,32288.0,9.0,3.0,2017.0,0,0,8455.0,1308.0,994.0,0.0,3,1030176.7,Basic
2614,2614,92675,5.0,1.0,1.0,9.0,50856.0,4.0,2.0,2017.0,0,0,9383.0,2773.0,664.0,1.0,8,9274886.7,Basic
2615,2615,73309,48.0,1.0,1.0,41.0,79572.0,8.0,7.0,1996.0,1,1,9466.0,5759.0,139.0,1.0,7,7340458.6,Luxury
2616,2616,78993,50.0,1.0,0.0,72.0,7305.0,7.0,8.0,2007.0,1,1,7677.0,6177.0,107.0,0.0,2,7905911.7,Basic
2617,2617,61877,97.0,0.0,1.0,21.0,56765.0,7.0,9.0,2011.0,0,0,4510.0,3479.0,906.0,0.0,1,6194435.1,Basic
2618,2618,9493,57.0,0.0,0.0,27.0,41814.0,10.0,1.0,2009.0,1,1,9660.0,5182.0,241.0,0.0,7,951804.9,Basic
2619,2619,62646,36.0,1.0,1.0,43.0,69758.0,8.0,2.0,2005.0,0,0,1710.0,3049.0,784.0,0.0,8,6273246.5,Basic
2620,2620,5208,61.0,0.0,1.0,69.0,65029.0,10.0,7.0,2003.0,0,0,4575.0,4964.0,920.0,1.0,1,526474.3,Basic
2621,2621,16145,57.0,1.0,1.0,24.0,40052.0,3.0,10.0,2008.0,1,0,3209.0,791.0,265.0,0.0,8,1624354.8,Luxury
2622,2622,93922,54.0,0.0,1.0,89.0,94304.0,9.0,8.0,2011.0,0,1,9492.0,8282.0,998.0,0.0,3,9403863.1,Basic
2623,2623,76995,87.0,0.0,1.0,50.0,36733.0,5.0,2.0,2007.0,1,1,7098.0,5945.0,688.0,1.0,5,7706348.7,Basic
2624,2624,16067,4.0,1.0,0.0,26.0,51833.0,6.0,7.0,2007.0,1,0,8041.0,6466.0,943.0,1.0,7,1610057.7,Basic
2625,2625,31492,64.0,0.0,0.0,28.0,57281.0,4.0,5.0,2020.0,0,0,2546.0,1902.0,475.0,0.0,4,3149910.0,Basic
2626,2626,8922,15.0,1.0,0.0,11.0,40862.0,2.0,3.0,2014.0,1,1,1832.0,6736.0,878.0,0.0,3,895070.4,Basic
2627,2627,95780,86.0,0.0,1.0,36.0,28608.0,8.0,3.0,2011.0,0,1,3382.0,8968.0,301.0,0.0,0,9583143.1,Basic
2628,2628,59286,77.0,0.0,1.0,95.0,25140.0,5.0,3.0,1991.0,0,1,2351.0,7161.0,943.0,1.0,10,5940315.1,Basic
2629,2629,39289,58.0,1.0,0.0,50.0,4223.0,1.0,1.0,2020.0,1,1,5277.0,1590.0,634.0,0.0,4,3933825.0,Basic
2630,2630,15180,44.0,0.0,0.0,6.0,50715.0,6.0,6.0,2003.0,0,1,1867.0,5261.0,614.0,1.0,3,1518916.3,Basic
2631,2631,44129,16.0,0.0,0.0,34.0,27563.0,7.0,7.0,1999.0,1,1,3272.0,8426.0,700.0,0.0,10,4416603.9,Basic
2632,2632,11657,88.0,0.0,1.0,21.0,81560.0,1.0,5.0,2012.0,1,0,4859.0,4985.0,999.0,0.0,0,1170585.2,Basic
2633,2633,34728,25.0,1.0,0.0,59.0,76782.0,8.0,10.0,2019.0,1,1,1757.0,404.0,892.0,1.0,9,3480487.9,Basic
2634,2634,22374,13.0,1.0,0.0,67.0,74626.0,10.0,5.0,2002.0,1,0,3445.0,10.0,381.0,0.0,5,2244101.2,Basic
2635,2635,76439,15.0,0.0,1.0,59.0,10724.0,7.0,6.0,1997.0,0,1,505.0,887.0,262.0,1.0,5,7651662.7,Basic
2636,2636,45070,100.0,0.0,0.0,92.0,21335.0,9.0,9.0,1997.0,1,0,1333.0,989.0,885.0,1.0,0,4510977.7,Basic
2637,2637,29431,69.0,1.0,1.0,30.0,28639.0,6.0,7.0,2017.0,0,0,6501.0,9600.0,946.0,1.0,9,2950835.7,Basic
2638,2638,7772,66.0,1.0,0.0,70.0,73824.0,6.0,2.0,1999.0,0,0,7627.0,8529.0,825.0,1.0,3,786743.9,Basic
2639,2639,73956,23.0,1.0,0.0,90.0,31225.0,3.0,5.0,2006.0,1,1,5045.0,3094.0,493.0,0.0,8,7400410.6,Basic
2640,2640,21258,38.0,1.0,1.0,30.0,96015.0,3.0,6.0,1991.0,0,0,3175.0,6608.0,298.0,0.0,9,2131166.1,Basic
2641,2641,39191,71.0,0.0,0.0,21.0,29174.0,9.0,9.0,2011.0,1,0,142.0,121.0,633.0,1.0,10,3921295.1,Basic
2642,2642,61435,45.0,1.0,1.0,64.0,34008.0,7.0,1.0,1999.0,1,1,6580.0,2232.0,630.0,0.0,10,6155348.9,Luxury
2643,2643,56296,18.0,0.0,1.0,32.0,5061.0,4.0,8.0,2016.0,1,0,6200.0,2378.0,602.0,0.0,4,5637090.6,Basic
2644,2644,9167,32.0,1.0,0.0,69.0,85421.0,4.0,3.0,1994.0,1,1,6444.0,8319.0,219.0,1.0,7,923577.4,Basic
2645,2645,87590,42.0,1.0,0.0,29.0,3841.0,7.0,2.0,2021.0,0,1,5863.0,4058.0,635.0,0.0,1,8764908.1,Basic
2646,2646,83238,91.0,1.0,1.0,52.0,94125.0,9.0,10.0,2006.0,0,0,4730.0,4343.0,649.0,0.0,1,8334828.6,Basic
2647,2647,81974,86.0,1.0,0.0,78.0,88702.0,10.0,2.0,2013.0,0,1,2472.0,335.0,535.0,1.0,1,8207704.3,Basic
2648,2648,19277,85.0,1.0,1.0,34.0,51286.0,2.0,2.0,1990.0,1,1,9790.0,5420.0,415.0,1.0,1,1936026.0,Luxury
2649,2649,32472,91.0,1.0,0.0,84.0,94.0,2.0,1.0,2020.0,1,1,4153.0,6976.0,142.0,1.0,5,3252820.0,Basic
2650,2650,7957,70.0,1.0,0.0,66.0,64892.0,3.0,5.0,2001.0,1,0,314.0,3994.0,143.0,0.0,9,805480.1,Basic
2651,2651,67397,53.0,1.0,1.0,51.0,45539.0,6.0,2.0,2003.0,1,1,2690.0,4018.0,534.0,1.0,5,6749164.3,Luxury
2652,2652,3893,30.0,0.0,1.0,89.0,91809.0,8.0,9.0,1996.0,1,1,8765.0,9222.0,848.0,1.0,10,399892.6,Basic
2653,2653,49898,50.0,0.0,1.0,87.0,23555.0,1.0,8.0,2000.0,0,1,6421.0,4363.0,333.0,1.0,8,5000704.0,Basic
2654,2654,38935,41.0,1.0,0.0,98.0,77785.0,8.0,5.0,2014.0,1,0,3246.0,5869.0,220.0,0.0,7,3900522.4,Basic
2655,2655,23478,80.0,1.0,0.0,5.0,51544.0,8.0,2.0,2019.0,1,0,5728.0,2902.0,263.0,1.0,6,2351874.9,Basic
2656,2656,51963,42.0,1.0,0.0,7.0,33917.0,2.0,8.0,2020.0,0,0,7115.0,4146.0,312.0,1.0,9,5200015.0,Basic
2657,2657,70614,38.0,0.0,1.0,9.0,23939.0,2.0,10.0,1994.0,1,0,8522.0,9457.0,628.0,0.0,2,7064089.4,Basic
2658,2658,84653,83.0,0.0,0.0,20.0,53263.0,9.0,8.0,1997.0,0,1,8123.0,299.0,851.0,1.0,1,8467089.7,Basic
2659,2659,42619,81.0,0.0,0.0,7.0,91709.0,5.0,9.0,2005.0,0,1,5800.0,728.0,645.0,0.0,8,4263005.5,Basic
2660,2660,5322,71.0,1.0,0.0,98.0,94910.0,9.0,6.0,1993.0,1,0,7013.0,7784.0,260.0,0.0,7,541599.3,Basic
2661,2661,57639,65.0,1.0,1.0,40.0,37618.0,1.0,8.0,2002.0,1,0,8125.0,8215.0,973.0,0.0,6,5769167.2,Luxury
2662,2662,93032,31.0,0.0,0.0,4.0,9809.0,8.0,1.0,2021.0,1,0,7900.0,2053.0,403.0,0.0,1,9304114.1,Basic
2663,2663,87957,56.0,0.0,1.0,46.0,75631.0,2.0,9.0,2014.0,1,0,1335.0,6810.0,128.0,1.0,6,8800891.4,Basic
2664,2664,64380,48.0,0.0,1.0,79.0,70094.0,5.0,2.0,2006.0,1,0,1690.0,6167.0,433.0,1.0,10,6445810.6,Basic
2665,2665,46291,97.0,0.0,1.0,33.0,74303.0,6.0,6.0,2018.0,0,0,5437.0,9142.0,854.0,0.0,9,4633898.8,Basic
2666,2666,27810,99.0,1.0,1.0,47.0,96227.0,10.0,5.0,1992.0,1,1,7025.0,2844.0,222.0,1.0,3,2792637.2,Luxury
2667,2667,59288,44.0,0.0,1.0,8.0,46030.0,1.0,4.0,2021.0,1,0,4412.0,3771.0,219.0,0.0,9,5934463.1,Basic
2668,2668,62686,39.0,0.0,1.0,71.0,16804.0,1.0,2.0,1994.0,1,1,4240.0,1161.0,759.0,1.0,8,6272659.4,Basic
2669,2669,30187,55.0,1.0,1.0,82.0,37034.0,9.0,2.0,2011.0,1,1,8079.0,5017.0,452.0,0.0,8,3031862.1,Luxury
2670,2670,71657,2.0,0.0,1.0,42.0,42600.0,6.0,3.0,2012.0,1,0,6036.0,9248.0,577.0,0.0,7,7170264.2,Basic
2671,2671,15232,4.0,1.0,0.0,100.0,18408.0,5.0,6.0,1994.0,0,1,3372.0,1684.0,816.0,1.0,8,1528469.4,Basic
2672,2672,21442,42.0,0.0,0.0,16.0,67178.0,7.0,6.0,2018.0,1,1,4095.0,1161.0,534.0,1.0,3,2145503.8,Basic
2673,2673,76859,82.0,1.0,0.0,13.0,73715.0,2.0,9.0,1996.0,0,1,9005.0,4019.0,826.0,1.0,1,7687938.6,Basic
2674,2674,15610,83.0,0.0,0.0,26.0,87644.0,2.0,6.0,2009.0,0,1,4716.0,4331.0,749.0,1.0,2,1563268.9,Basic
2675,2675,82707,79.0,1.0,1.0,25.0,50409.0,9.0,8.0,2011.0,0,0,140.0,8269.0,329.0,1.0,2,8278043.1,Basic
2676,2676,65136,28.0,0.0,0.0,86.0,17385.0,3.0,3.0,2016.0,1,0,9465.0,3198.0,188.0,1.0,8,6517333.6,Basic
2677,2677,54648,70.0,0.0,1.0,98.0,17849.0,7.0,10.0,1993.0,0,1,8803.0,9549.0,685.0,0.0,9,5478307.3,Basic
2678,2678,72447,68.0,1.0,0.0,99.0,48157.0,6.0,9.0,2012.0,0,0,168.0,3428.0,103.0,1.0,10,7257991.2,Basic
2679,2679,55617,24.0,1.0,1.0,55.0,69618.0,1.0,10.0,2019.0,1,1,2478.0,1511.0,147.0,0.0,1,5572546.9,Luxury
2680,2680,56513,8.0,1.0,1.0,15.0,88441.0,8.0,3.0,1995.0,1,1,3926.0,8850.0,941.0,0.0,3,5658870.5,Luxury
2681,2681,58110,7.0,1.0,1.0,1.0,58173.0,5.0,3.0,2003.0,1,1,9379.0,7325.0,499.0,0.0,4,5814953.3,Luxury
2682,2682,19739,67.0,0.0,0.0,84.0,26317.0,3.0,6.0,2021.0,1,1,1335.0,19.0,227.0,0.0,5,1979188.1,Basic
2683,2683,93361,15.0,1.0,0.0,7.0,73932.0,1.0,4.0,1996.0,0,0,3520.0,9064.0,920.0,0.0,5,9340382.6,Basic
2684,2684,39383,13.0,0.0,0.0,97.0,45027.0,10.0,9.0,1994.0,0,1,33.0,3355.0,864.0,1.0,8,3948123.4,Basic
2685,2685,87596,67.0,0.0,1.0,94.0,51487.0,7.0,2.0,2006.0,0,1,4344.0,1645.0,828.0,1.0,1,8772432.6,Basic
2686,2686,25251,75.0,0.0,0.0,96.0,78659.0,6.0,8.0,2015.0,0,1,8849.0,5123.0,523.0,1.0,1,2527049.5,Basic
2687,2687,24478,79.0,0.0,0.0,87.0,5228.0,6.0,9.0,2004.0,0,1,5059.0,5145.0,255.0,0.0,0,2449805.4,Basic
2688,2688,7591,98.0,0.0,1.0,59.0,48020.0,3.0,2.0,1996.0,1,0,1337.0,6613.0,234.0,1.0,3,765416.6,Basic
2689,2689,53449,7.0,1.0,1.0,33.0,79386.0,1.0,7.0,2014.0,0,0,6012.0,9862.0,117.0,0.0,0,5352469.4,Basic
2690,2690,89455,50.0,1.0,1.0,32.0,56727.0,6.0,9.0,2009.0,0,0,6279.0,7260.0,601.0,0.0,4,8954183.9,Basic
2691,2691,6708,96.0,1.0,0.0,12.0,17450.0,1.0,5.0,1991.0,0,1,2487.0,6458.0,307.0,1.0,7,674285.1,Basic
2692,2692,88940,18.0,1.0,0.0,5.0,10114.0,5.0,1.0,2003.0,0,0,1220.0,4043.0,968.0,0.0,6,8896898.3,Basic
2693,2693,18488,39.0,0.0,1.0,81.0,64098.0,5.0,4.0,1998.0,0,0,1717.0,8856.0,671.0,0.0,10,1857621.8,Basic
2694,2694,1906,16.0,0.0,0.0,30.0,9172.0,1.0,10.0,2006.0,0,1,1576.0,3923.0,883.0,0.0,7,192160.6,Basic
2695,2695,85306,48.0,0.0,1.0,21.0,79077.0,9.0,4.0,1996.0,1,1,209.0,4288.0,405.0,0.0,5,8534440.6,Basic
2696,2696,70919,11.0,1.0,1.0,44.0,51455.0,1.0,10.0,1997.0,1,1,8742.0,1290.0,177.0,1.0,10,7101031.7,Luxury
2697,2697,89425,19.0,1.0,1.0,47.0,52212.0,10.0,9.0,2002.0,0,1,3695.0,3399.0,439.0,0.0,8,8952287.2,Basic
2698,2698,5177,73.0,1.0,0.0,76.0,37374.0,6.0,6.0,2013.0,0,1,575.0,9677.0,248.0,1.0,2,523333.3,Basic
2699,2699,72114,51.0,1.0,0.0,32.0,15113.0,9.0,5.0,1990.0,1,0,9165.0,7506.0,176.0,0.0,4,7215802.0,Basic
2700,2700,48546,64.0,1.0,1.0,60.0,59895.0,4.0,1.0,1993.0,0,0,782.0,8106.0,547.0,1.0,3,4860634.3,Basic
2701,2701,74290,38.0,1.0,0.0,8.0,52850.0,5.0,6.0,2006.0,0,0,6893.0,6800.0,624.0,0.0,10,7433059.6,Basic
2702,2702,50185,99.0,1.0,0.0,30.0,24039.0,1.0,1.0,2008.0,0,1,5699.0,8503.0,276.0,0.0,4,5021097.8,Basic
2703,2703,47824,52.0,0.0,0.0,12.0,39180.0,5.0,7.0,1993.0,0,1,9562.0,3717.0,793.0,1.0,3,4784201.3,Basic
2704,2704,13760,10.0,1.0,0.0,32.0,92131.0,7.0,10.0,2021.0,0,1,8898.0,1611.0,955.0,1.0,6,1382162.1,Basic
2705,2705,27592,14.0,0.0,1.0,24.0,21238.0,9.0,5.0,2019.0,0,1,9886.0,4315.0,246.0,0.0,8,2765037.9,Basic
2706,2706,45184,83.0,0.0,0.0,64.0,46789.0,9.0,5.0,2015.0,1,1,2234.0,8034.0,290.0,0.0,3,4521371.5,Basic
2707,2707,21856,5.0,1.0,1.0,22.0,99609.0,4.0,6.0,2003.0,0,1,2477.0,3619.0,298.0,0.0,5,2190424.3,Basic
2708,2708,52141,63.0,1.0,1.0,97.0,54855.0,6.0,2.0,1992.0,0,1,428.0,6697.0,725.0,1.0,1,5228398.2,Basic
2709,2709,1251,58.0,0.0,1.0,34.0,61958.0,10.0,7.0,1994.0,0,0,7111.0,4200.0,130.0,0.0,4,128837.4,Basic
2710,2710,94172,50.0,1.0,1.0,35.0,13446.0,2.0,5.0,1997.0,0,1,6666.0,1609.0,822.0,1.0,8,9424252.7,Basic
2711,2711,41250,28.0,0.0,0.0,71.0,50998.0,1.0,6.0,2019.0,0,0,6529.0,5881.0,463.0,1.0,7,4126032.9,Basic
2712,2712,1066,5.0,1.0,1.0,46.0,65388.0,4.0,9.0,2017.0,0,1,2723.0,9228.0,524.0,1.0,5,114605.7,Basic
2713,2713,34640,76.0,0.0,0.0,22.0,66936.0,9.0,7.0,2020.0,1,0,5870.0,9708.0,177.0,1.0,3,3466722.0,Basic
2714,2714,48540,42.0,0.0,0.0,27.0,98742.0,4.0,5.0,2016.0,1,1,5751.0,8410.0,489.0,1.0,4,4856286.6,Basic
